Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4691,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0,0,0.2,0,0.2
4692,Cars,XB,2006,Racing,THQ,0.15,0.04,0,0.01,0.2
4693,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2
4694,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2
4695,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2
4696,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
4697,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2
4698,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
4699,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2
4700,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2
4701,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2
4702,Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2
4703,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2
4704,The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,0.2
4705,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2
4706,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0,0.02,0.2
4707,MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
4708,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2
4709,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2
4710,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2
4711,NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
4712,IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2
4713,Shining Hearts,PSP,2010,Role-Playing,Sega,0,0,0.2,0,0.2
4714,The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2
4715,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2
4716,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2
4717,Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2
4718,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2
4719,Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.15,0.04,0,0.01,0.2
4720,Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0,0.17,0,0.03,0.2
4721,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.09,0,0.04,0.2
4722,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.03,0.2
4723,The BIGS 2,PS2,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2
4724,Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,0.15,0.04,0,0.01,0.2
4725,Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
4726,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2
4727,Pro Yaky? Spirits 2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4728,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2
4729,BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2
4730,DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.2
4731,Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2
4732,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.12,0.06,0,0.02,0.2
4733,How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.13,0,0.02,0.2
4734,Shark Tale,XB,2004,Action,Activision,0.15,0.04,0,0.01,0.2
4735,Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4736,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2
4737,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2
4738,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2
4739,Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2
4740,Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0,0,0.01,0.2
4741,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2
4742,Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4743,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2
4744,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2
4745,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.02,0.2
4746,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2
4747,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2
4748,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
4749,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.01,0,0.02,0.2
4750,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2
4751,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.2
4752,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2
4753,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2
4754,Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0,0.02,0.2
4755,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2
4756,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0,0,0.01,0.2
4757,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.2
4758,Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
4759,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2
4760,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01,0.2
4761,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
4762,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4763,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.2
4764,Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0,0.2
4765,Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2
4766,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2
4767,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.02,0.2
4768,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2
4769,The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2
4770,Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2
4771,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
4772,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2
4773,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2
4774,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2
4775,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.15,0.03,0,0.01,0.2
4776,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2
4777,Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.2
4778,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
4779,Shutter Island,PC,2009,Adventure,Merscom LLC,0,0.17,0,0.03,0.2
4780,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2
4781,Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0,0.03,0.2
4782,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2
4783,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2
4784,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0,0.02,0.2
4785,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.13,0,0.04,0.19
4786,Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0,0,0.01,0.19
4787,The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.12,0,0.03,0.19
4788,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0,0.01,0.19
4789,ESA Foundation Compilation,PS2,2005,Misc,Sony Computer Entertainment,0.1,0.07,0,0.02,0.19
4790,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
4791,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19
4792,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19
4793,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0,0.04,0.19
4794,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19
4795,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.1,0.07,0,0.03,0.19
4796,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.04,0,0.02,0.19
4797,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
4798,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.01,0.19
4799,"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.18,0,0,0.01,0.19
4800,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19
4801,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.01,0,0.01,0.19
4802,Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0,0,0.19,0,0.19
4803,Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19
4804,Steins;Gate,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.19,0,0.19
4805,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
4806,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0,0.01,0.19
4807,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19
4808,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19
4809,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4810,Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19
4811,Rio,Wii,2011,Misc,THQ,0.14,0.04,0,0.01,0.19
4812,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19
4813,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0,0.03,0.19
4814,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19
4815,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19
4816,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19
4817,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19
4818,Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0,0.02,0.19
4819,Rock Band Country Track Pack,PS3,2009,Misc,MTV Games,0.18,0,0,0.01,0.19
4820,Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0,0,0.19,0,0.19
4821,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0,0.04,0.02,0.19
4822,Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19
4823,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19
4824,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19
4825,Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.18,0,0,0.01,0.19
4826,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19
4827,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19
4828,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0,0,0.01,0.19
4829,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0,0.01,0.19
4830,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
4831,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19
4832,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19
4833,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0,0,0.01,0.19
4834,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19
4835,Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0,0.02,0.19
4836,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19
4837,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.01,0.19
4838,NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.01,0.19
4839,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
4840,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19
4841,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.03,0.19
4842,Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0,0,0.19,0,0.19
4843,Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19
4844,IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,505 Games,0.08,0.07,0,0.04,0.19
4845,Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.07,0,0.02,0.19
4846,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
4847,uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.08,0.09,0,0.02,0.19
4848,SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4849,SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19
4850,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19
4851,Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4852,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19
4853,Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0,0.02,0.19
4854,Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0,0,0.19,0,0.19
4855,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19
4856,Kan Colle Kai,PSV,2016,Action,Kadokawa Games,0,0,0.19,0,0.19
4857,Jampack: Summer 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4858,Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03,0.19
4859,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.18,0,0,0.01,0.19
4860,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
4861,Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0,0.04,0.19
4862,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,2009,Adventure,Sony Computer Entertainment,0,0,0.19,0,0.19
4863,Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,0.19
4864,Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.18,0,0,0.01,0.19
4865,Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,0.18,0,0,0.01,0.19
4866,Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,0.13,0.04,0,0.01,0.19
4867,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19
4868,Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19
4869,Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19
4870,Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,0,0,0.19,0,0.19
4871,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19
4872,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19
4873,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
4874,ESPN International Track & Field,PS2,2000,Sports,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
4875,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19
4876,Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.19
4877,Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19
4878,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0,0,0.19,0,0.19
4879,Brunswick Pro Bowling,PS3,2010,Sports,505 Games,0.1,0.06,0,0.03,0.19
4880,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
4881,The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Action,Sony Computer Entertainment,0,0.16,0,0.03,0.19
4882,Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.11,0.05,0,0.03,0.19
4883,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
4884,Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19
4885,Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19
4886,Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19
4887,Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19
4888,God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
4889,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19
4890,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.18,0,0,0.01,0.19
4891,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19
4892,3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19
4893,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19
4894,Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0,0,0.08,0.19
4895,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
4896,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19
4897,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.17,0.01,0,0.01,0.19
4898,Zumba Fitness Rush,X360,2012,Sports,505 Games,0,0.16,0,0.02,0.19
4899,Pro Yaky? Spirits 4,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
4900,SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.19
4901,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4902,F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19
4903,Nobunaga no Yabou: Souzou,PS3,2013,Strategy,Tecmo Koei,0,0,0.19,0,0.19
4904,Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0,0.16,0,0.02,0.19
4905,The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0,0,0.01,0.19
4906,We Dance,Wii,2011,Misc,Nordic Games,0,0.17,0,0.02,0.19
4907,Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.05,0,0.02,0.19
4908,Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19
4909,Mathews Bowhunting,Wii,2010,Sports,Zoo Games,0.18,0,0,0.01,0.19
4910,3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
4911,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19
4912,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.18,0,0,0.01,0.19
4913,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19
4914,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19
4915,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03,0.19
4916,Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
4917,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.07,0,0.02,0.19
4918,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
4919,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19
4920,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0,0.02,0.19
4921,MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.19
4922,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
4923,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19
4924,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0,0,0.19,0,0.19
4925,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19
4926,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,0.19
4927,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,0,0,0.19,0,0.19
4928,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19
4929,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19
4930,Little Battlers eXperience W,PSP,2012,Role-Playing,Level 5,0,0,0.19,0,0.19
4931,Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0,0,0.01,0.19
4932,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.19
4933,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,0.19
4934,Phantasy Star Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,0.19
4935,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19
4936,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0,0.11,0.01,0.19
4937,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19
4938,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.19
4939,Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
4940,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
4941,Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.19
4942,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01,0.19
4943,WWE All Stars,PSP,2011,Fighting,THQ,0.12,0.04,0,0.03,0.19
4944,EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
4945,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0,0.03,0.18
4946,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.18
4947,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18
4948,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02,0.18
4949,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0,0,0.01,0.18
4950,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
4951,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18
4952,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18
4953,MotoGP 14,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.04,0.18
